name,mean,min,max,std
rouge_1_p,0.45917445254327904,0.16793893129770993,1.0,0.1584962653797247
rouge_1_r,0.46158663245619846,0.09230769230769231,0.8382352941176471,0.1278716105039983
rouge_1_f,0.44718965232546765,0.15999999768888892,0.7698412648415848,0.11838025735812492
rouge_2_p,0.2630027924620711,0.020618556701030927,0.98,0.18004387031930155
rouge_2_r,0.2565520380954669,0.02631578947368421,0.6904761904761905,0.1442013208536535
rouge_2_f,0.24869656257958617,0.02402401916042267,0.671999995008,0.14376978271632787
rouge_l_p,0.4264310808904665,0.12213740458015267,1.0,0.1612975844383656
rouge_l_r,0.42708762208989415,0.09230769230769231,0.8088235294117647,0.12923939835713458
rouge_l_f,0.4143829338494761,0.15094339150453912,0.761904756905077,0.12264590248326582
