cluster_id,rouge_1_p,rouge_1_r,rouge_1_f,rouge_2_p,rouge_2_r,rouge_2_f,rouge_l_p,rouge_l_r,rouge_l_f
1.0,0.28061224489795916,0.5188679245283019,0.364238406040086,0.0729483282674772,0.17777777777777778,0.1034482717361216,0.25,0.46226415094339623,0.3245033067023377
2.0,0.27624309392265195,0.5882352941176471,0.3759398452753124,0.0859375,0.20952380952380953,0.12188365238449689,0.2430939226519337,0.5176470588235295,0.33082706332042516
3.0,0.2742857142857143,0.4,0.32542372398735997,0.12030075187969924,0.2318840579710145,0.1584158370860701,0.25142857142857145,0.36666666666666664,0.2983050799195634
4.0,0.2709677419354839,0.42857142857142855,0.33201580553047233,0.10328638497652583,0.16176470588235295,0.12607449381072425,0.21935483870967742,0.3469387755102041,0.2687746988111047
5.0,0.3,0.2803738317757009,0.2898550674694859,0.07407407407407407,0.07575757575757576,0.07490636204183007,0.24,0.22429906542056074,0.23188405297673234
6.0,0.5,0.5934065934065934,0.542713562875685,0.32061068702290074,0.3783783783783784,0.34710743305067965,0.48148148148148145,0.5714285714285714,0.5226130603631223
7.0,0.375,0.609375,0.46428570956916104,0.27049180327868855,0.44594594594594594,0.3367346891774261,0.375,0.609375,0.46428570956916104
8.0,0.2930232558139535,0.6702127659574468,0.4077669860579592,0.1307901907356948,0.38095238095238093,0.19472616252344183,0.2744186046511628,0.6276595744680851,0.38187701842041877
9.0,0.42168674698795183,0.3804347826086957,0.3999999950132246,0.11926605504587157,0.10236220472440945,0.11016948655451045,0.3855421686746988,0.34782608695652173,0.3657142807275103
10.0,0.28901734104046245,0.45045045045045046,0.3521126712946341,0.044897959183673466,0.07801418439716312,0.056994814015812884,0.26011560693641617,0.40540540540540543,0.3169014036890002
11.0,0.42777777777777776,0.6581196581196581,0.5185185137434957,0.1724137931034483,0.30612244897959184,0.22058823068447245,0.3888888888888889,0.5982905982905983,0.4713804666054484
12.0,0.2826086956521739,0.4875,0.3577981604915412,0.12745098039215685,0.23853211009174313,0.16613418076411937,0.2463768115942029,0.425,0.31192660085851365
13.0,0.34375,0.3697478991596639,0.35627529865036306,0.12222222222222222,0.14102564102564102,0.13095237597789133,0.328125,0.35294117647058826,0.3400809666665574
14.0,0.6952380952380952,0.6952380952380952,0.6952380902380952,0.5714285714285714,0.5755395683453237,0.5734766975090249,0.6761904761904762,0.6761904761904762,0.6761904711904763
