name,mean,min,max,std
rouge_1_p,0.4566115248968834,0.16756756756756758,1.0,0.1589732768504676
rouge_1_r,0.49703091139651134,0.11450381679389313,0.972972972972973,0.1456831821128001
rouge_1_f,0.4631531173056929,0.1554404101468497,0.8623188356744907,0.12637690971521312
rouge_2_p,0.2811962859836259,0.012244897959183673,1.0,0.1800841639895071
rouge_2_r,0.3112885646191882,0.01675977653631285,0.9550561797752809,0.1677271365788205
rouge_2_f,0.2844253633264454,0.014598535229132431,0.8179104429162843,0.15395190049345694
rouge_l_p,0.4258257190100928,0.13513513513513514,1.0,0.1643460234476797
rouge_l_r,0.46173683210834726,0.11450381679389313,0.972972972972973,0.1500245293134127
rouge_l_f,0.4310337694030638,0.1554404101468497,0.8623188356744907,0.13396789152997987
