cluster_id,rouge_1_p,rouge_1_r,rouge_1_f,rouge_2_p,rouge_2_r,rouge_2_f,rouge_l_p,rouge_l_r,rouge_l_f
1.0,0.3170731707317073,0.36792452830188677,0.3406113487393452,0.08522727272727272,0.11029411764705882,0.09615384123602919,0.2926829268292683,0.33962264150943394,0.3144104753768998
2.0,0.23636363636363636,0.3132530120481928,0.26943004691132655,0.023622047244094488,0.02912621359223301,0.02608695157618241,0.2,0.26506024096385544,0.22797926970925406
3.0,0.15436241610738255,0.19166666666666668,0.17100371253023056,0.0111731843575419,0.014492753623188406,0.012618291613611365,0.1476510067114094,0.18333333333333332,0.1635687682923123
4.0,0.35344827586206895,0.41836734693877553,0.3831775651288322,0.13768115942028986,0.1417910447761194,0.13970587735402265,0.29310344827586204,0.3469387755102041,0.3177570043811687
5.0,0.36470588235294116,0.29245283018867924,0.3246073249033744,0.10416666666666667,0.07633587786259542,0.08810572199111207,0.32941176470588235,0.2641509433962264,0.2931937123379294
6.0,0.22784810126582278,0.2,0.21301774650047278,0.0425531914893617,0.03636363636363636,0.03921568130526784,0.20253164556962025,0.17777777777777778,0.18934910744721836
7.0,0.2894736842105263,0.36065573770491804,0.3211678782716182,0.03333333333333333,0.041666666666666664,0.03703703209876609,0.2631578947368421,0.32786885245901637,0.2919707979796473
8.0,0.2727272727272727,0.44680851063829785,0.33870967271201874,0.048672566371681415,0.088,0.06267805809206128,0.24675324675324675,0.40425531914893614,0.30645160819588974
9.0,0.3508771929824561,0.21978021978021978,0.27027026553414907,0.06060606060606061,0.032,0.04188481223102486,0.3157894736842105,0.1978021978021978,0.24324323850712204
10.0,0.28346456692913385,0.3185840707964602,0.29999999501701397,0.036585365853658534,0.0425531914893617,0.03934425732351581,0.25196850393700787,0.2831858407079646,0.26666666168368064
11.0,0.36231884057971014,0.42735042735042733,0.3921568577790081,0.12777777777777777,0.1564625850340136,0.14067277792553956,0.3115942028985507,0.36752136752136755,0.3372548969946944
12.0,0.5308641975308642,0.5512820512820513,0.5408804981464342,0.3883495145631068,0.37383177570093457,0.38095237595419507,0.5061728395061729,0.5256410256410257,0.5157232654420317
13.0,0.42105263157894735,0.3389830508474576,0.3755868495183936,0.1721311475409836,0.1346153846153846,0.15107913176543672,0.35789473684210527,0.288135593220339,0.3192488213493796
14.0,0.5671641791044776,0.36538461538461536,0.4444444396785336,0.4625,0.27205882352941174,0.3425925879286694,0.5522388059701493,0.3557692307692308,0.43274853324578505
15.0,0.4423076923076923,0.6509433962264151,0.5267175524340074,0.28515625,0.49324324324324326,0.36138613397117936,0.4423076923076923,0.6509433962264151,0.5267175524340074
16.0,0.40963855421686746,0.35789473684210527,0.38202246693283676,0.1889763779527559,0.192,0.19047618547650558,0.3493975903614458,0.30526315789473685,0.32584269165193797
17.0,0.5432098765432098,0.5116279069767442,0.5269461027889133,0.35789473684210527,0.3333333333333333,0.3451776599809323,0.5061728395061729,0.47674418604651164,0.49101795907633844
18.0,0.44871794871794873,0.5833333333333334,0.5072463718966604,0.37894736842105264,0.5142857142857142,0.43636363147842055,0.4358974358974359,0.5666666666666667,0.4927536182734721
19.0,0.272,0.5230769230769231,0.35789473234072033,0.17721518987341772,0.36363636363636365,0.23829786793445007,0.264,0.5076923076923077,0.34736841655124656
20.0,0.7272727272727273,0.2857142857142857,0.4102564062064431,0.6666666666666666,0.2222222222222222,0.33333332958333334,0.7272727272727273,0.2857142857142857,0.4102564062064431
21.0,0.25,0.20588235294117646,0.22580644665972954,0.031578947368421054,0.0234375,0.0269058247059069,0.23809523809523808,0.19607843137254902,0.2150537584876865
22.0,0.4696969696969697,0.2743362831858407,0.34636871042851347,0.3026315789473684,0.13529411764705881,0.18699186564875414,0.45454545454545453,0.26548672566371684,0.33519552607097164
23.0,0.2857142857142857,0.5569620253164557,0.37768239895153716,0.10687022900763359,0.26666666666666666,0.15258855177334463,0.24675324675324675,0.4810126582278481,0.3261802530287904
